"","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat"
"pi5_3",0.098205823192113,3.82581472184211e-05,0.0234090360285202,0.0569513561914652,0.0816436767761729,0.0966367985555176,0.113055861160247,0.148300601726116,374385.648260186,1.00001183957725
"RR_handwashing",0.967669517052946,0.000131331254263926,0.046563962451471,0.890196215286487,0.946067755414198,0.964621717945687,0.983755641328366,1.06902155779011,125708.219959301,1.00004509180233
"RR_masks",1.03994408000581,0.000465759203428782,0.168859138963874,0.749569041808706,0.966450486104786,1.0349228248281,1.09948856786732,1.36882276868716,131439.606471265,1.00003946485792
"a_new",-4.51905572731838,0.00156625593978398,0.934308225619834,-6.42335578351725,-5.05594191811833,-4.51763603879058,-3.97979611826189,-2.63198070745216,355840.096021731,1.00000839908385
"b_new",-0.0340887792169348,0.000196017177829509,0.10730438204034,-0.2345973629836,-0.0771121720195366,-0.035889329798138,0.00508922566214473,0.184336105228965,299672.334711707,1.00001583205256
"predicted_mean[1]",0.0111314381498533,9.76654528524397e-06,0.00455755555244092,0.00495383238656065,0.0084142251179619,0.010422984818619,0.0129015232196155,0.0215895045874,217761.954459536,1.00001984557956
"predicted_mean[2]",0.0107703378616086,9.43392533132479e-06,0.00445141415171019,0.00479464483708572,0.00812872961613474,0.0100719745108925,0.012473505742847,0.0209531226995221,222644.071452756,1.00002124173601
"predicted_mean[3]",0.010444829897474,9.81211520452417e-06,0.00450420329197394,0.00459758710361727,0.0078245564687209,0.00972511824015164,0.0120972012376975,0.0205973975704034,210722.393233021,1.00002595075129
"predicted_mean[4]",0.010154861709769,1.17468361786179e-05,0.00486982875984431,0.00435898748219397,0.00751380195911884,0.00938521098661069,0.0117579592642713,0.020454320733578,171864.253531476,1.0000349582221
"predicted_mean[5]",0.00989953691736024,1.50833853367233e-05,0.00556814504716042,0.00410111635968691,0.00720137181008232,0.00906114951369951,0.0114479196394918,0.0205600529500275,136277.270805997,1.00004594674094
"predicted_mean[6]",0.0096782127157055,1.87099679302609e-05,0.00643588159829864,0.00384108938903492,0.00688597954221056,0.008744048543031,0.0111607429484127,0.0207971113070589,118323.226920278,1.00005748284817
"predicted_mean[7]",0.00949171252647378,2.26509534044553e-05,0.0074902015476342,0.0035821681240917,0.00657695062064633,0.00843718092281315,0.0108910784566545,0.0211981739327014,109348.80328848,1.00006976736505
"predicted_mean[8]",0.00934106253406558,2.74283941013532e-05,0.00882955915808875,0.00331658296089937,0.00627651392984377,0.00813848560793622,0.0106383611348605,0.0216718388687041,103628.038902582,1.00008193049851
"predicted_mean[9]",0.009226584292254,3.32865540216396e-05,0.0104763222658688,0.00305272712993862,0.00598636064876717,0.00785018350561248,0.010394684769559,0.0223941990928678,99055.8261105519,1.00009290043569
"predicted_mean[10]",0.00914785948893661,4.01417871170942e-05,0.0123890813162659,0.0028006258859795,0.00570162336764791,0.00757237888623945,0.010160893329934,0.0232304444721025,95254.3461106234,1.00010218251831
"predicted_mean[11]",0.00910392873519237,4.77798959220175e-05,0.0145035560483741,0.00256085051067003,0.00542801217755198,0.00730531503626315,0.00993717254908404,0.0241385562471327,92142.2040504266,1.00010966034618
"predicted_mean[12]",0.00909355758353429,5.59637549880589e-05,0.0167573249879336,0.00232846100319592,0.00516404633405639,0.00704682152418594,0.00972160942327318,0.0251914898196585,89659.3717875472,1.00011531089831
"predicted_mean[13]",0.0091154829480705,6.44892668836135e-05,0.0191034923580252,0.00211883279086949,0.0049092658191759,0.00679621585042272,0.00951726000664031,0.0264036357280191,87750.7138625981,1.00011908412807
"predicted_mean[14]",0.00916853102388637,7.32147830382002e-05,0.0215144354128748,0.00192280714337988,0.00466723601563368,0.00655663400100018,0.00932369570845805,0.0276912906497368,86350.0011971026,1.00012094051438
"predicted_mean[15]",0.00925159556281575,8.2022693090821e-05,0.0239770808050623,0.001739023663589,0.00443607623460774,0.0063239577364967,0.0091320121944153,0.0291362249848828,85452.4590033832,1.00012095325192
"predicted_mean[16]",0.00936355807480014,9.08892208949149e-05,0.0264853560399054,0.00157148867252661,0.00421349406135509,0.00609909069745377,0.00894999935743234,0.0306835777906211,84915.4801546448,1.00011935625548
"predicted_mean[17]",0.00950322590342175,9.98321343341296e-05,0.0290345012025682,0.00141573165585451,0.0040022167783764,0.00588191378162732,0.00877480023555519,0.0323499955110049,84583.962523866,1.00011650683302
"predicted_mean[18]",0.00966931473236194,0.000108805300915439,0.0316184293720944,0.00127244963849449,0.00380070423164853,0.00567310949570638,0.0086006337603548,0.0342170782628106,84446.2710322582,1.00011280817983
"predicted_mean[19]",0.00986046783467395,0.000117793151037453,0.0342293673956494,0.00114310218040259,0.0036123060655209,0.00547237948766832,0.00843221538423709,0.03619879847995,84441.8358219082,1.00010863923018
"predicted_mean[20]",0.0100752932443815,0.000126774421736822,0.0368586004143068,0.00102532581308947,0.00342799797172915,0.00527919838244071,0.00827060752091677,0.0382405715485503,84530.6880589834,1.00010431201484
"predicted_mean[21]",0.0103124026869144,0.000135717160716031,0.0394974282489557,0.000920822520344653,0.00325164152596092,0.0050910011310934,0.00811216297948231,0.0404695902512005,84697.0154430923,1.00010005639385
"predicted_mean_new_trial[1]",0.016241308956539,4.65157390725311e-05,0.0262884453533259,0.00156174558811631,0.00610198563737884,0.0104378573765056,0.017771744990819,0.0655948146244305,319396.355070585,0.999999783664325
"predicted_mean_new_trial[2]",0.0159644195814811,4.73387723773298e-05,0.0266929905433276,0.00146685933229415,0.00583468810561807,0.010077795594089,0.0173540758413653,0.0656176318674711,317951.210371531,1.00000235860714
"predicted_mean_new_trial[3]",0.0158799506531066,5.05920846426912e-05,0.0281406055567607,0.00135002803363734,0.00554777768580862,0.00972960796404396,0.0170357892489789,0.0670260999362676,309386.762440626,1.00000635216552
"predicted_mean_new_trial[4]",0.015985068085152,5.66604081448866e-05,0.0306963610605321,0.00122349178436454,0.00525276009309184,0.00940444326542954,0.0167717300501886,0.0695198070404993,293504.248392595,1.00000973695438
"predicted_mean_new_trial[5]",0.0162757153227437,6.5676545225382e-05,0.034295868554238,0.00108701104599989,0.00495977308924307,0.00907864767702551,0.0165768660029466,0.0732619519141257,272686.107657138,1.00001259583857
"predicted_mean_new_trial[6]",0.0167431717377702,7.72661153341453e-05,0.0387913179754867,0.0009594889766696,0.00467252201491072,0.00875940718196879,0.0163887353413475,0.0787932677558935,252052.445167972,1.00001548934549
"predicted_mean_new_trial[7]",0.017374103200219,9.03753860889768e-05,0.0439234967632424,0.000835554141263645,0.00439898444202534,0.008444963916979,0.0162570558300208,0.0852318020454069,236207.391165053,1.00001840442689
"predicted_mean_new_trial[8]",0.0181549213234695,0.000104426305989468,0.0494715117851703,0.000713517037386259,0.00412884033116855,0.0081454802125811,0.0161219309120121,0.0928702138412606,224434.973349946,1.00002118874643
"predicted_mean_new_trial[9]",0.0190729274496893,0.000119188240776861,0.0552918368430727,0.000607220544023499,0.00387434046793958,0.00785790440560866,0.0160102910953079,0.102124353441286,215206.416738831,1.0000237109888
"predicted_mean_new_trial[10]",0.0201153902906504,0.000134376476477261,0.0612925777767014,0.000514716108398907,0.0036364798292159,0.00758002327826576,0.0159052496811325,0.113265053844453,208050.745034129,1.00002577829497
"predicted_mean_new_trial[11]",0.0212691006817781,0.000149765778303348,0.0673992748932796,0.000432254295777162,0.00340703160655281,0.00730823874410301,0.0158192645038827,0.125762939255853,202528.092779631,1.00002720090428
"predicted_mean_new_trial[12]",0.0225210048800456,0.000165251538224034,0.0735490881941265,0.000361973152039274,0.00318821775014157,0.00705365464400869,0.0157506649719032,0.141183878387153,198090.461859671,1.0000278867818
"predicted_mean_new_trial[13]",0.0238586615653954,0.000180713502051221,0.0796919191703394,0.000301429031428534,0.0029834448520424,0.00680534278083762,0.0156834045083324,0.158439504865933,194467.650498272,1.00002788026038
"predicted_mean_new_trial[14]",0.0252704718497474,0.000196046186593982,0.0857876881128563,0.000248008214497065,0.00278724672653632,0.00656478388208046,0.0156118281356109,0.178889765324552,191484.281877759,1.00002733342335
"predicted_mean_new_trial[15]",0.0267458780540931,0.000211140949878448,0.0918057825133153,0.000202779897728087,0.0026061529849182,0.00633001085447802,0.0155693581399671,0.201571722978901,189058.031372399,1.00002643278839
"predicted_mean_new_trial[16]",0.0282753762761099,0.000225919109649977,0.0977242037039599,0.000164972316739858,0.0024344750158673,0.00610354905177034,0.015527047557328,0.226823646307335,187110.580003953,1.00002534554832
"predicted_mean_new_trial[17]",0.0298504441986834,0.00024035954190649,0.103527521106493,0.000134216838084764,0.00227374594698762,0.00588934386625966,0.0154750868405329,0.254055708649207,185519.213837423,1.00002419892424
"predicted_mean_new_trial[18]",0.0314634818143506,0.00025442635128064,0.109205185269117,0.000109686233209946,0.00212138125753686,0.00568174329888907,0.0154354873682197,0.284490499041656,184230.843458289,1.00002307859515
"predicted_mean_new_trial[19]",0.033107765089824,0.000268101564802323,0.114750307131052,8.94126815989501e-05,0.00197912423123402,0.00548437207483294,0.015403754989324,0.31826494653002,183193.059405206,1.00002203588214
"predicted_mean_new_trial[20]",0.0347774016560942,0.000281380517129182,0.120158929465387,7.21428123658236e-05,0.00184581191223966,0.00529142758923698,0.0153831211645472,0.354921831537918,182357.678124243,1.00002109813904
"predicted_mean_new_trial[21]",0.0364672650877581,0.000294266845779384,0.125429588434585,5.81347496819849e-05,0.00171918593564964,0.00510206533568234,0.0153529216535627,0.392653742323138,181684.269166297,1.0000202782122
"lp__",385814.116212184,0.018351801498845,4.76332252194035,385803.605233921,385811.162850658,385814.546142137,385817.535003554,385822.197682766,67369.3831036154,1.0000697232192
